player_extended_name;overall;position;age;height;weight;intl_rep;pace;dribbling;shooting;passing;defending;physicality;att_workrate;def_workrate
Alan Bagaev;63;CB;27;193;88;1;40.0;37.0;34.0;33.0;64.0;71.0;Med;Med
Fawaz Mohammed Fallatah;63;CB;29;180;78;1;64.0;46.0;26.0;33.0;61.0;78.0;Med;Med
Ilya Zuev;63;CB;24;186;78;1;49.0;44.0;39.0;45.0;62.0;67.0;Med;Med
Bartosz Kwiecie?;63;CB;24;186;80;1;65.0;56.0;50.0;53.0;61.0;73.0;Med;Med
Franko Uzelac;62;CB;23;190;82;1;53.0;42.0;27.0;34.0;60.0;66.0;Med;Med
Eliseo Falcón Falcón;62;CB;21;181;71;1;54.0;44.0;29.0;41.0;63.0;62.0;Med;Med
Adrián Diéguez Grande;62;CB;22;187;69;1;62.0;47.0;30.0;46.0;64.0;61.0;Med;Med
Nicolas Cozza;62;CB;19;178;72;1;67.0;52.0;31.0;47.0;61.0;62.0;Med;Med
Maximilian Rossmann;62;CB;23;192;90;1;43.0;36.0;30.0;33.0;60.0;76.0;Med;Med
Felix Luckeneder;62;CB;24;190;73;1;58.0;38.0;25.0;35.0;63.0;67.0;Med;Med
José Ramírez;62;CB;30;180;78;1;63.0;41.0;26.0;32.0;62.0;63.0;Med;Med
Erhan Mašovi?;62;CB;19;187;74;1;54.0;55.0;27.0;47.0;61.0;65.0;Med;Med
El-Hadji Gana Kane;62;CB;23;190;78;1;79.0;47.0;27.0;35.0;61.0;74.0;Med;Med
Max Barnofsky;62;CB;23;191;81;1;65.0;40.0;36.0;36.0;60.0;74.0;Med;Med
Dominic Volkmer;62;CB;22;194;88;1;51.0;43.0;36.0;39.0;59.0;71.0;Med;Med
Antony Kay;62;CB;35;180;85;1;32.0;53.0;54.0;54.0;62.0;65.0;Med;Med
Alan Sheehan;62;CB;32;180;71;1;65.0;62.0;52.0;62.0;59.0;66.0;Med;Med
Abdullah Al Dawsari;62;CB;28;180;83;1;60.0;40.0;40.0;44.0;60.0;72.0;Med;Med
Jamaan Ibrahim Al Dawsari;62;CB;31;175;70;1;46.0;50.0;28.0;42.0;61.0;67.0;Med;Med
Yahya Al Musallam;62;CB;32;187;82;1;43.0;34.0;24.0;31.0;60.0;79.0;Med;Med
Daniel Jarl;62;CB;26;196;82;1;62.0;44.0;22.0;44.0;61.0;64.0;Med;Med
Christer R. Hansen;62;CB;25;186;75;1;65.0;56.0;36.0;43.0;61.0;68.0;Med;Med
Florian Neuhold;62;CB;25;190;85;1;64.0;46.0;18.0;42.0;60.0;72.0;Med;Med
Ole Kittner;62;CB;30;189;83;1;49.0;47.0;34.0;48.0;62.0;65.0;Med;Med
Jon Gorenc Stankovi?;62;CB;22;190;78;1;53.0;53.0;40.0;50.0;61.0;65.0;Med;Med
Kevin Toner;62;CB;22;182;75;1;63.0;42.0;34.0;41.0;61.0;66.0;Med;Med
Jacob Poscoliero;62;CB;28;175;70;1;71.0;49.0;33.0;51.0;61.0;70.0;Med;Med
Arno Monsecour;62;CB;22;176;66;1;67.0;56.0;28.0;51.0;62.0;58.0;Med;Med
Krystian Bielik;62;CB;20;189;78;1;50.0;61.0;43.0;59.0;59.0;64.0;Med;Med
Korbinian Burger;62;CB;23;189;74;1;58.0;39.0;24.0;44.0;62.0;63.0;Med;Med
Charlie Goode;62;CB;23;196;75;1;63.0;45.0;26.0;39.0;62.0;66.0;Med;Med
Thorsten Mahrer;62;CB;28;191;81;1;49.0;40.0;26.0;36.0;62.0;71.0;Med;Med
Jamie McCart;62;CB;21;180;75;1;64.0;48.0;30.0;38.0;61.0;65.0;Med;Med
Abdullah Kano;62;CB;28;176;66;1;63.0;42.0;28.0;32.0;62.0;69.0;Med;Med
Macaulay Gillesphey;62;CB;22;180;70;1;51.0;45.0;33.0;48.0;61.0;63.0;Med;Med
Sonni Nattestad;62;CB;24;197;88;1;58.0;43.0;37.0;38.0;60.0;72.0;Med;Med
Jakob Blåbjerg;62;CB;23;180;75;1;75.0;61.0;34.0;51.0;62.0;64.0;Med;Med
Amaar Ali Al Dohaim;62;CB;25;175;75;1;66.0;44.0;27.0;39.0;60.0;70.0;Med;Med
Harrison McGahey;62;CB;23;187;85;1;71.0;38.0;32.0;39.0;61.0;69.0;Med;Med
Francisco José Serrano Santos;62;CB;23;192;85;1;48.0;40.0;33.0;36.0;60.0;71.0;Med;Med
Torben Rehfeldt;62;CB;25;193;80;1;53.0;49.0;41.0;45.0;60.0;69.0;Med;Med
José Manuel Sánchez Guillén;61;CB;22;182;81;1;61.0;38.0;31.0;36.0;62.0;61.0;Med;Med
Wellington D. Bueno;61;CB;23;182;79;1;72.0;42.0;30.0;39.0;58.0;73.0;Med;Med
Jacob Rasmussen;61;CB;21;190;81;1;57.0;50.0;24.0;44.0;60.0;64.0;Med;Med
Laurin von Piechowski;61;CB;24;193;83;1;54.0;43.0;37.0;38.0;60.0;67.0;Med;Med
Philipp Wiesinger;61;CB;24;181;74;1;58.0;38.0;26.0;38.0;61.0;65.0;Med;Med
Vernon De Marco;61;CB;25;182;73;1;64.0;44.0;23.0;40.0;59.0;69.0;Med;Med
Ibrahima Konaté;61;CB;19;192;84;1;73.0;41.0;24.0;35.0;60.0;69.0;Med;Med
Yosimar Quiñones;61;CB;30;189;82;1;57.0;34.0;31.0;33.0;60.0;70.0;Med;Med
Thibault De Smet;61;CB;20;182;64;1;66.0;46.0;30.0;46.0;58.0;66.0;Med;Med
Marcus Degerlund;61;CB;20;194;80;1;65.0;44.0;23.0;48.0;60.0;66.0;Med;Med
Jordi Balk;61;CB;24;193;89;1;44.0;42.0;36.0;42.0;60.0;72.0;Med;Med
Alexander Winkler;61;CB;26;190;84;1;54.0;36.0;25.0;40.0;59.0;68.0;Med;Med
Tim Clancy;61;CB;34;180;80;1;48.0;51.0;22.0;49.0;57.0;65.0;Med;Med
Thomas Christensen;61;CB;34;186;87;1;33.0;39.0;35.0;38.0;59.0;73.0;Med;Med
Naoya Kikuchi;61;CB;33;181;74;1;58.0;54.0;27.0;53.0;60.0;70.0;Med;Med
Dean Winnard;61;CB;29;175;65;1;74.0;47.0;25.0;43.0;58.0;74.0;Med;Med
Maximiliano Caufriez;61;CB;21;189;81;1;51.0;46.0;25.0;41.0;58.0;68.0;Med;Med
Jostein Gundersen;61;CB;22;186;82;1;64.0;46.0;31.0;43.0;60.0;63.0;Med;Med
Mohammed Abdu Khubrani;61;CB;24;180;68;1;52.0;43.0;24.0;32.0;60.0;66.0;Med;Med
Kazunari Ono;61;CB;29;180;75;1;59.0;46.0;24.0;38.0;61.0;65.0;Med;Med
Carlo Pelagatti;61;CB;29;182;77;1;68.0;54.0;35.0;49.0;60.0;66.0;Med;Med
Cristian Torres;61;CB;22;181;78;1;56.0;53.0;41.0;49.0;61.0;63.0;Med;Med
Ben Richards-Everton;61;CB;26;190;82;1;63.0;36.0;28.0;33.0;60.0;67.0;Med;Med
José Luis Muñoz León;60;CB;21;181;75;1;58.0;38.0;23.0;36.0;61.0;62.0;Med;Med
Alfie Jones;60;CB;20;180;70;1;56.0;42.0;29.0;35.0;62.0;62.0;Med;Med
Lucas Alves de Araujo;60;CB;26;193;79;1;58.0;36.0;26.0;37.0;60.0;62.0;Med;Med
Steffen Puttkammer;60;CB;30;192;81;1;57.0;36.0;24.0;35.0;59.0;67.0;Med;Med
Oleksiy Dytyatev;60;CB;29;196;88;1;47.0;36.0;24.0;34.0;59.0;75.0;Med;Med
Maxim Karpov;60;CB;23;186;68;1;57.0;38.0;30.0;36.0;63.0;56.0;Med;Med
Teenage Hadebe;60;CB;23;180;84;1;68.0;39.0;29.0;36.0;59.0;69.0;Med;Med
Alejandro Fernández Portillo;60;CB;25;180;72;1;67.0;52.0;30.0;47.0;61.0;61.0;Med;Med
Frederik Tingager;60;CB;25;198;93;1;48.0;45.0;24.0;37.0;58.0;72.0;Med;Med
Harold Moukoudi;60;CB;20;191;89;1;55.0;32.0;30.0;28.0;61.0;71.0;Med;Med
Viktor Tranberg;60;CB;21;190;76;1;54.0;43.0;24.0;41.0;60.0;66.0;Med;Med
Tim Rieder;60;CB;25;186;77;1;54.0;38.0;33.0;35.0;62.0;61.0;Med;Med
Pedro López Rodríguez;60;CB;21;179;70;1;53.0;43.0;31.0;42.0;61.0;62.0;Med;Med
Lachlan Jackson;60;CB;23;194;83;1;64.0;36.0;25.0;32.0;58.0;72.0;Med;Med
Brice Nlaté;60;CB;21;186;83;1;75.0;34.0;27.0;36.0;59.0;66.0;Med;Med
Lukas Gerlspeck;59;CB;20;186;79;1;66.0;50.0;36.0;43.0;59.0;59.0;Med;Med
Tin Plavotic;59;CB;21;197;92;1;47.0;34.0;28.0;27.0;57.0;73.0;Med;Med
Ibrahim Hajtic;59;CB;20;193;88;1;52.0;38.0;25.0;34.0;58.0;66.0;Med;Med
Babacar Diallo;59;CB;29;193;85;1;64.0;35.0;25.0;33.0;59.0;71.0;Med;Med
David O'Connor;59;CB;27;187;78;1;40.0;44.0;31.0;46.0;61.0;54.0;Med;Med
Kostadin Gadzhalov;59;CB;29;186;75;1;60.0;40.0;32.0;33.0;59.0;65.0;Med;Med
Scott McKenna;59;CB;21;189;73;1;58.0;39.0;27.0;38.0;60.0;60.0;Med;Med
Stuart Findlay;59;CB;23;191;82;1;52.0;33.0;29.0;46.0;60.0;62.0;Med;Med
Tolaji Bola;59;CB;19;180;80;1;57.0;40.0;33.0;36.0;58.0;62.0;Med;Med
Hideomi Yamamoto;59;CB;38;175;69;1;38.0;50.0;41.0;50.0;58.0;54.0;Med;Med
Robin Ziegele;59;CB;21;186;81;1;54.0;43.0;28.0;37.0;59.0;63.0;Med;Med
Michael Huber;59;CB;28;187;85;1;45.0;40.0;27.0;35.0;58.0;69.0;Med;Med
Darnell Johnson;59;CB;20;186;80;1;69.0;51.0;34.0;43.0;56.0;68.0;Med;Med
Steven Old;59;CB;32;190;85;1;52.0;49.0;21.0;46.0;59.0;63.0;Med;Med
Alexis Peña;59;CB;22;187;72;1;52.0;40.0;37.0;47.0;59.0;61.0;Med;Med
Scott Wharton;59;CB;21;182;75;1;66.0;40.0;28.0;38.0;57.0;62.0;Med;Med
Harry Souttar;59;CB;19;198;80;1;35.0;53.0;28.0;40.0;57.0;65.0;Med;Med
Henri Weigelt;58;CB;20;189;75;1;57.0;34.0;27.0;41.0;58.0;62.0;Med;Med
Javier María Vázquez López;58;CB;18;180;75;1;63.0;42.0;30.0;37.0;59.0;56.0;Med;Med
Patrick Salata;58;CB;20;195;91;1;48.0;33.0;27.0;34.0;58.0;67.0;Med;Med
Robbie Williams;58;CB;34;180;71;1;33.0;45.0;46.0;48.0;55.0;68.0;Med;Med
Ellis Plummer;58;CB;24;181;80;1;63.0;50.0;28.0;40.0;58.0;61.0;Med;Med
Tim van de Berg;58;CB;20;189;70;1;50.0;38.0;28.0;36.0;60.0;56.0;Med;Med
Samba Camara;58;CB;25;190;85;1;55.0;32.0;28.0;32.0;56.0;70.0;Med;Med
Brian Koglin;58;CB;21;186;79;1;67.0;46.0;21.0;45.0;56.0;62.0;Med;Med
Seitaro Tomisawa;58;CB;36;181;75;1;54.0;38.0;25.0;36.0;58.0;58.0;Med;Med
Trevoh Chalobah;58;CB;19;190;75;1;72.0;49.0;35.0;47.0;56.0;57.0;Med;Med
Sho Sasaki;58;CB;29;176;67;1;71.0;47.0;25.0;40.0;55.0;64.0;Med;Med
Yoshiaki Fujita;58;CB;35;180;73;1;36.0;40.0;24.0;24.0;57.0;69.0;Med;Med
Rocky Bushiri;57;CB;18;186;89;1;57.0;32.0;24.0;27.0;57.0;70.0;Med;Med
Khalid Al Shuwayie;57;CB;22;173;75;1;64.0;50.0;33.0;46.0;55.0;60.0;Med;Med
Agustin Gómez;57;CB;22;187;84;1;61.0;41.0;25.0;38.0;57.0;66.0;Med;Med
Paul McKay;57;CB;21;191;82;1;51.0;47.0;30.0;41.0;56.0;64.0;Med;Med
Christian Mbulu;57;CB;22;193;83;1;61.0;44.0;26.0;26.0;56.0;71.0;Med;Med
Mads Juel Andersen;57;CB;20;194;78;1;52.0;37.0;27.0;41.0;56.0;60.0;Med;Med
Noah Awassi;57;CB;20;193;83;1;64.0;39.0;30.0;40.0;55.0;60.0;Med;Med
Miguel Nazarit;57;CB;20;186;79;1;66.0;40.0;29.0;32.0;55.0;70.0;Med;Med
Oran Jackson;57;CB;19;187;75;1;61.0;44.0;24.0;33.0;57.0;60.0;Med;Med
Aapo Halme;57;CB;20;193;78;1;50.0;42.0;18.0;35.0;55.0;69.0;Med;Med
Martin Schillings;56;CB;20;180;75;1;58.0;42.0;27.0;39.0;56.0;57.0;Med;Med
Pedro José Pacheco Seabra;56;CB;21;187;77;1;51.0;39.0;27.0;42.0;56.0;60.0;Med;Med
Osamu Henry Iyoha;56;CB;20;181;71;1;52.0;44.0;28.0;41.0;57.0;58.0;Med;Med
Ciaran McGuigan;56;CB;28;176;70;1;49.0;47.0;42.0;43.0;55.0;62.0;Med;Med
Dion Conroy;56;CB;22;181;78;1;52.0;43.0;24.0;40.0;57.0;57.0;Med;Med
Marius Wegmann;56;CB;20;178;73;1;60.0;46.0;23.0;39.0;56.0;51.0;Med;Med
Hannes Smolders;56;CB;20;192;77;1;55.0;32.0;27.0;35.0;56.0;60.0;Med;Med
Luca Bruno;55;CB;22;180;75;1;59.0;50.0;27.0;34.0;58.0;54.0;Med;Med
Armin Alesevic;55;CB;24;186;81;1;61.0;32.0;28.0;29.0;57.0;51.0;Med;Med
Darren Dennehy;55;CB;30;195;83;1;36.0;29.0;29.0;35.0;53.0;70.0;Med;Med
Luke Gallagher;55;CB;24;178;70;1;59.0;54.0;46.0;49.0;52.0;60.0;Med;Med
Gary Boylan;55;CB;22;179;72;1;53.0;46.0;30.0;37.0;55.0;59.0;Med;Med
Mousa Asiri;55;CB;26;179;70;1;60.0;33.0;25.0;28.0;55.0;63.0;Med;Med
Christoph Greger;55;CB;21;193;82;1;54.0;32.0;26.0;31.0;54.0;65.0;Med;Med
Hiroki Noda;55;CB;21;181;73;1;70.0;33.0;32.0;36.0;55.0;64.0;Med;Med
Michael Phillips;55;CB;21;176;77;1;61.0;51.0;42.0;52.0;52.0;58.0;Med;Med
Lloyd Buckley;54;CB;22;180;80;1;65.0;46.0;29.0;44.0;52.0;63.0;Med;Med
Fiacre Kelleher;54;CB;22;190;80;1;48.0;29.0;27.0;31.0;54.0;59.0;Med;Med
Benjamin Zalo;54;CB;20;196;85;1;53.0;35.0;20.0;32.0;51.0;62.0;Med;Med
Jamie McCombe;54;CB;35;196;79;1;21.0;25.0;22.0;31.0;53.0;62.0;Med;Med
Daniel Segev Jørgensen;54;CB;27;187;85;1;59.0;27.0;18.0;30.0;55.0;62.0;Med;Med
Yuta Koide;54;CB;23;178;76;1;56.0;32.0;18.0;27.0;52.0;67.0;Med;Med
Adonis Ajeti;54;CB;21;186;82;1;45.0;30.0;27.0;26.0;53.0;58.0;Med;Med
Joaquín Esquivel;54;CB;20;177;64;1;58.0;37.0;31.0;32.0;57.0;46.0;Med;Med
Martin Ove Roseth;54;CB;20;180;70;1;65.0;42.0;27.0;36.0;54.0;54.0;Med;Med
Ahmad Al Najai;54;CB;23;170;65;1;52.0;35.0;27.0;30.0;56.0;56.0;Med;Med
Joakim Barstad;53;CB;20;189;78;1;53.0;33.0;25.0;30.0;53.0;59.0;Med;Med
Akin Famewo;53;CB;19;180;66;1;56.0;38.0;21.0;32.0;49.0;65.0;Med;Med
Danny Kane;53;CB;21;186;73;1;50.0;34.0;23.0;29.0;53.0;58.0;Med;Med
Daniel Matsuzaka;53;CB;21;193;75;1;54.0;32.0;27.0;29.0;52.0;63.0;Med;Med
Rarmani Edmonds-Green;53;CB;19;181;73;1;59.0;38.0;24.0;32.0;52.0;59.0;Med;Med
Elia Alessandrini;53;CB;21;177;75;1;53.0;32.0;23.0;27.0;54.0;58.0;Med;Med
Liam Gordon;53;CB;22;182;77;1;51.0;32.0;28.0;31.0;54.0;59.0;Med;Med
Perry Ng;52;CB;22;180;77;1;59.0;37.0;22.0;35.0;51.0;58.0;Med;Med
Lachlan Barr;52;CB;24;189;80;1;60.0;31.0;23.0;28.0;54.0;54.0;Med;Med
Kevin Tshiembe;52;CB;21;192;83;1;61.0;35.0;24.0;35.0;50.0;60.0;Med;Med
Mats Holt;52;CB;20;179;72;1;52.0;40.0;29.0;30.0;51.0;60.0;Med;Med
Shohei Takahashi;52;CB;26;180;70;1;65.0;31.0;26.0;29.0;52.0;58.0;Med;Med
Muteb Al Mutairi;52;CB;26;175;73;1;55.0;31.0;24.0;30.0;49.0;65.0;Med;Med
Harry Darling;52;CB;19;181;75;1;71.0;34.0;22.0;29.0;50.0;62.0;Med;Med
Ahmet Muhamedbegovic;51;CB;19;186;75;1;60.0;31.0;25.0;29.0;50.0;57.0;Med;Med
Osama Saleem Al Saleem;51;CB;22;182;62;1;55.0;48.0;38.0;47.0;48.0;60.0;Med;Med
Shaun Want;51;CB;21;180;70;1;56.0;31.0;27.0;29.0;52.0;58.0;Med;Med
Reece Fielding;50;CB;20;187;76;1;58.0;48.0;34.0;47.0;44.0;57.0;Med;Med
Eoghan Dempsey;50;CB;21;182;78;1;49.0;33.0;24.0;29.0;50.0;55.0;Med;Med
Evan Murphy;49;CB;19;177;67;1;57.0;32.0;25.0;28.0;48.0;53.0;Med;Med
Leslie Sackey;46;CB;19;182;72;1;49.0;31.0;20.0;24.0;41.0;61.0;Med;Med
Daniel Ceballos Fernández;78;CM;22;176;65;1;68.0;80.0;61.0;76.0;70.0;64.0;Med;Med
Jordan Veretout;77;CM;25;176;67;1;66.0;75.0;74.0;77.0;65.0;71.0;Med;Med
Rafael de Souza Pereira;77;CM;29;179;72;1;76.0;75.0;64.0;74.0;74.0;70.0;Med;Med
Fabian Frei;76;CM;29;183;77;1;66.0;72.0;73.0;76.0;70.0;73.0;Med;Med
Renan Bardini Bressan;76;CM;29;182;75;1;64.0;75.0;80.0;81.0;42.0;62.0;Med;Med
Yassin Ayoub;76;CM;24;174;70;1;70.0;79.0;69.0;76.0;66.0;72.0;Med;Med
Carlos Soler Barragán;76;CM;21;183;72;1;76.0;72.0;72.0;77.0;65.0;59.0;Med;Med
Ricardo José Monteiro;76;CM;34;188;78;1;53.0;71.0;72.0;73.0;69.0;72.0;Med;Med
Sebastián Pérez;75;CM;25;175;72;1;68.0;74.0;61.0;71.0;68.0;69.0;Med;Med
Will Hughes;75;CM;23;185;74;1;66.0;77.0;59.0;72.0;65.0;65.0;Med;Med
Pedro Filipe Barbosa Moreira;75;CM;25;170;68;1;79.0;76.0;70.0;75.0;59.0;60.0;Med;Med
Godfred Donsah;75;CM;22;175;70;1;81.0;78.0;65.0;75.0;63.0;78.0;Med;Med
André Luís Gomes Simões;75;CM;28;177;74;1;80.0;75.0;68.0;73.0;66.0;70.0;Med;Med
Jeff Hendrick;75;CM;26;185;79;1;69.0;75.0;68.0;73.0;70.0;78.0;Med;Med
Fransérgio Rodrigues Barbosa;75;CM;27;187;82;1;57.0;72.0;71.0;71.0;71.0;79.0;Med;Med
Fábio Ricardo Gomes Fonseca;74;CM;33;171;64;1;70.0;76.0;71.0;74.0;59.0;62.0;Med;Med
Sérgio Miguel Relvas de Oliveira;74;CM;26;181;72;1;63.0;75.0;74.0;77.0;51.0;56.0;Med;Med
André Renato Soares Martins;74;CM;28;169;62;1;79.0;80.0;63.0;73.0;53.0;50.0;Med;Med
Damir Kreilach;74;CM;29;186;83;1;59.0;70.0;71.0;70.0;66.0;82.0;Med;Med
Didier Ndong;74;CM;24;179;75;1;70.0;72.0;60.0;66.0;74.0;78.0;Med;Med
Maxime Lopez;74;CM;20;167;58;1;71.0;76.0;60.0;72.0;51.0;56.0;Med;Med
Gabriel Peñalba;74;CM;34;194;91;1;46.0;72.0;68.0;72.0;68.0;80.0;Med;Med
Dale Stephens;74;CM;29;185;71;1;63.0;68.0;65.0;72.0;71.0;75.0;Med;Med
Ariel Rojas;73;CM;32;175;82;1;67.0;72.0;70.0;73.0;64.0;70.0;Med;Med
Victor Ayala;73;CM;30;177;70;1;72.0;72.0;70.0;73.0;64.0;74.0;Med;Med
David Silva;73;CM;31;175;74;1;75.0;73.0;65.0;70.0;60.0;75.0;Med;Med
Simon Tibbling;73;CM;24;174;72;1;72.0;77.0;52.0;72.0;61.0;67.0;Med;Med
Sébastien Siani;73;CM;31;175;76;1;67.0;71.0;67.0;71.0;69.0;74.0;Med;Med
Henri Lansbury;73;CM;27;185;85;1;62.0;70.0;69.0;71.0;59.0;77.0;Med;Med
Dan Gosling;73;CM;28;183;79;1;62.0;68.0;68.0;70.0;67.0;71.0;Med;Med
Vitor Hugo Gomes da Silva;73;CM;30;183;81;1;58.0;71.0;62.0;73.0;67.0;75.0;Med;Med
Evandro Goebel;73;CM;32;179;72;1;68.0;76.0;69.0;74.0;51.0;66.0;Med;Med
Graham Dorrans;73;CM;31;179;78;1;66.0;71.0;69.0;76.0;60.0;67.0;Med;Med
Lorenzo Crisetig;73;CM;25;183;80;1;55.0;72.0;51.0;72.0;66.0;75.0;Med;Med
Marcel Büchel;73;CM;27;175;71;1;76.0;75.0;57.0;70.0;59.0;71.0;Med;Med
Ashley Westwood;73;CM;28;170;67;1;63.0;71.0;53.0;76.0;63.0;65.0;Med;Med
Christoph Moritz;73;CM;28;186;80;1;60.0;74.0;57.0;71.0;70.0;69.0;Med;Med
Mateusz Klich;73;CM;28;183;75;1;58.0;74.0;68.0;73.0;52.0;64.0;Med;Med
Bryan Cristante;72;CM;23;186;78;1;54.0;71.0;57.0;71.0;62.0;68.0;Med;Med
John Swift;72;CM;23;182;73;1;69.0;74.0;70.0;72.0;58.0;64.0;Med;Med
Pavel Mogilevets;72;CM;25;183;70;1;71.0;71.0;58.0;68.0;70.0;62.0;Med;Med
João Felipe Schmidt Urbano;72;CM;25;183;82;1;59.0;71.0;67.0;68.0;64.0;71.0;Med;Med
Youssef Ait Bennasser;72;CM;22;184;75;1;72.0;75.0;61.0;70.0;61.0;60.0;Med;Med
Harry Winks;72;CM;22;176;74;1;72.0;72.0;57.0;73.0;55.0;64.0;Med;Med
Hernán Fredes;72;CM;31;172;70;1;70.0;72.0;62.0;75.0;46.0;55.0;Med;Med
Goran ?auši?;72;CM;26;179;74;1;53.0;69.0;65.0;74.0;61.0;73.0;Med;Med
Mario Vran?i?;72;CM;29;187;78;1;53.0;74.0;67.0;72.0;49.0;71.0;Med;Med
Alexander Farnerud;72;CM;34;182;73;1;66.0;71.0;66.0;73.0;56.0;64.0;Med;Med
Hernán Santana Trujillo;72;CM;28;181;73;1;57.0;69.0;62.0;68.0;68.0;75.0;Med;Med
Adam Forshaw;72;CM;26;185;71;1;66.0;75.0;63.0;73.0;54.0;61.0;Med;Med
Jordan Marié;71;CM;27;177;71;1;64.0;70.0;44.0;65.0;69.0;67.0;Med;Med
João Pedro Almeida Machado;71;CM;25;177;74;1;71.0;70.0;64.0;64.0;69.0;74.0;Med;Med
Alberto Grassi;71;CM;23;183;75;1;71.0;71.0;61.0;69.0;63.0;66.0;Med;Med
Goran Cvijanovi?;71;CM;32;179;75;1;66.0;68.0;70.0;68.0;58.0;71.0;Med;Med
Marko Gruji?;71;CM;22;191;82;1;67.0;66.0;68.0;67.0;69.0;77.0;Med;Med
Lassana Coulibaly;71;CM;22;175;67;1;77.0;72.0;58.0;66.0;66.0;69.0;Med;Med
Assane Dioussé;71;CM;21;175;68;1;73.0;74.0;45.0;67.0;66.0;66.0;Med;Med
Nemanja Maksimovi?;71;CM;23;183;75;1;65.0;70.0;64.0;67.0;61.0;52.0;Med;Med
Marko Grujic;71;CM;22;191;82;1;67.0;66.0;68.0;67.0;69.0;77.0;Med;Med
Luca Mora;71;CM;30;183;79;1;64.0;68.0;64.0;72.0;59.0;65.0;Med;Med
Maximilian Eggestein;71;CM;21;181;75;1;59.0;73.0;53.0;68.0;59.0;64.0;Med;Med
Tomás Costa;71;CM;33;186;77;1;58.0;61.0;56.0;71.0;60.0;77.0;Med;Med
Hugo Leonardo Silva Serejo;71;CM;32;181;76;1;60.0;71.0;65.0;69.0;66.0;75.0;Med;Med
John Bostock;71;CM;26;188;84;1;67.0;69.0;72.0;70.0;56.0;76.0;Med;Med
Paul Gallagher;71;CM;34;185;70;1;60.0;67.0;68.0;77.0;44.0;65.0;Med;Med
Ben Rienstra;71;CM;28;182;67;1;60.0;69.0;63.0;65.0;67.0;74.0;Med;Med
Pedro Manuel da Silva Moreira;71;CM;29;182;76;1;56.0;67.0;61.0;65.0;69.0;76.0;Med;Med
Luis Otavio Bonilha de Oliveira;71;CM;26;175;69;1;72.0;75.0;61.0;70.0;55.0;58.0;Med;Med
Vitor Gomes Pereira Jr.;71;CM;29;171;67;1;69.0;71.0;67.0;71.0;64.0;65.0;Med;Med
Danny Williams;71;CM;29;182;80;1;74.0;73.0;69.0;66.0;69.0;81.0;Med;Med
Stalin Motta;71;CM;34;172;69;1;69.0;71.0;64.0;75.0;53.0;58.0;Med;Med
Gerard Gumbau Garriga;70;CM;23;188;77;1;35.0;62.0;57.0;69.0;66.0;65.0;Med;Med
Liam Kelly;70;CM;22;168;65;1;68.0;72.0;60.0;73.0;54.0;46.0;Med;Med
Stefan Ishizaki;70;CM;36;181;81;1;61.0;73.0;68.0;75.0;45.0;61.0;Med;Med
Federico Valverde;70;CM;20;181;74;1;60.0;65.0;66.0;67.0;55.0;56.0;Med;Med
Nicolò Barella;70;CM;21;172;68;1;79.0;74.0;51.0;70.0;58.0;61.0;Med;Med
Toshihiro Aoyama;70;CM;32;174;75;1;59.0;67.0;60.0;69.0;63.0;73.0;Med;Med
Vasco André Moreira da Rocha;70;CM;29;182;70;1;67.0;71.0;61.0;70.0;59.0;67.0;Med;Med
Hicham Faik;70;CM;26;189;77;1;59.0;68.0;69.0;74.0;59.0;66.0;Med;Med
Aleix García Serrano;70;CM;21;173;68;1;66.0;72.0;61.0;70.0;58.0;53.0;Med;Med
Raphael Gregório Guzzo;70;CM;23;177;70;1;65.0;73.0;64.0;67.0;51.0;62.0;Med;Med
Manuel Iori;70;CM;36;182;72;1;60.0;65.0;55.0;70.0;58.0;70.0;Med;Med
Abdullah Durak;70;CM;31;181;80;1;72.0;68.0;64.0;66.0;58.0;66.0;Med;Med
Neri Cardozo;70;CM;32;173;69;1;78.0;72.0;62.0;71.0;58.0;70.0;Med;Med
Emyr Huws;70;CM;25;177;73;1;68.0;66.0;65.0;69.0;58.0;67.0;Med;Med
Tristan Dingomé;70;CM;27;174;69;1;68.0;72.0;61.0;68.0;63.0;70.0;Med;Med
Gary Gardner;70;CM;26;186;82;1;53.0;66.0;69.0;71.0;62.0;71.0;Med;Med
Erbín Trejo;70;CM;28;171;69;1;79.0;72.0;64.0;68.0;61.0;61.0;Med;Med
Pape Maly Diamanka;69;CM;28;182;69;1;73.0;64.0;65.0;62.0;65.0;75.0;Med;Med
Rodrigo Bentancur;69;CM;21;185;73;1;64.0;70.0;54.0;66.0;56.0;67.0;Med;Med
Gianluca Gaudino;69;CM;21;174;72;1;68.0;73.0;41.0;69.0;45.0;41.0;Med;Med
Gaspar Iñíguez;69;CM;24;172;76;1;67.0;70.0;54.0;66.0;64.0;69.0;Med;Med
Paolo Sammarco;69;CM;35;183;75;1;69.0;68.0;57.0;66.0;61.0;69.0;Med;Med
Simone Bentivoglio;69;CM;33;183;75;1;66.0;66.0;61.0;69.0;64.0;74.0;Med;Med
Fabián Vargas;69;CM;38;177;72;1;54.0;69.0;63.0;68.0;69.0;63.0;Med;Med
Brwa Nouri;69;CM;31;177;70;1;46.0;70.0;49.0;68.0;56.0;62.0;Med;Med
Gonzalo Castellani;69;CM;31;183;76;1;67.0;71.0;68.0;72.0;42.0;74.0;Med;Med
